SAMPLINGPOINT_LOCALID,DATETIME_BEGIN,DATETIME_END,PROPERTY,VALUE_NUMERIC,UNIT,STATIONCLASSIFICATION,AREACLASSIFICATION,ALTITUDE,STATIONCODE,STATIONNAME,LONGITUDE,LATITUDE,MUNICIPALITY,CALCULATED
SPO.IT2309A_1_UV-FL_2021-04-30_00:00:00,20231026000000,20231026000000,SO2,5.14219,Âµg/m3,background,suburban,34.6,IT2309A,Barcellona Pozzo di Gotto,1695530.43,4602094.226,"Barcellona Pozzo di Gotto, Via Ragusa n.20",True
SPO.IT2280A_1_UV-FL_2017-06-19_00:00:00,20231026000000,20231026000000,SO2,3.458571,Âµg/m3,background,urban,140.0,IT2280A,p.le Rosmini,1532433.1271,5722922.8403,p.le Rosmini - Trieste (TS),True
SPO.IT2277A_1_UV-FL_2017-09-01_00:00:00,20231026000000,20231026000000,SO2,1.586,Âµg/m3,background,suburban,150.0,IT2277A,Parco Virgiliano,1578444.7009,4982723.0875,Viale Virgilio - Napoli (NA),True
SPO.IT2275A_1_UV-FL_2020-01-01_00:00:00,20231026000000,20231026000000,SO2,10.1472,Âµg/m3,background,urban,0.0,IT2275A,ME - Villa Dante,1730629.7995,4604083.7085,"Messina, Villa Dante s.n.",True
SPO.IT2250A_1_UV-FL_2016-05-06_00:00:00,20231026000000,20231026000000,SO2,2.225,Âµg/m3,traffic,urban,3.0,IT2250A,Fiumaretta,1311832.962,5176294.2219,"via Tarquinia, 30 - Civitavecchia (RM)",True
SPO.IT2249A_1_UV-FL_2019-03-21_00:00:00,20231026000000,20231026000000,SO2,1.1,Âµg/m3,background,rural,11.0,IT2249A,S. Agostino,1307192.0525,5184974.3286,via di Torrevaldaliga - Civitavecchia (RM),True
SPO.IT2214A_1_UV-FL_2015-01-01_00:00:00,20231026000000,20231026000000,SO2,5.3625,Âµg/m3,traffic,urban,48.0,IT2214A,Nocera Inferiore scuola Solimene,1630101.3975,4974125.8022,via F. Nola - Nocera Inferiore (SA),True
SPO.IT2213A_1_UV-FL_2015-01-01_00:00:00,20231026000000,20231026000000,SO2,3.5495,Âµg/m3,background,suburban,191.0,IT2213A,Cava de' Tirreni Stadio,1636668.1342,4969805.7631,via G. Palumbo - Cava de' Tirreni (SA),True
SPO.IT2212A_1_UV-FL_2015-01-01_00:00:00,20231026000000,20231026000000,SO2,3.391579,Âµg/m3,background,urban,31.0,IT2212A,San Vitaliano Scuola Elementare Marconi,1612054.2816,5001183.8083,via Roma - San Vitaliano (NA),True
SPO.IT2211A_1_UV-FL_2015-01-01_00:00:00,20231026000000,20231026000000,SO2,2.365789,Âµg/m3,industrial,suburban,29.0,IT2211A,Acerra Zona Industriale,1603111.9869,5009349.354,via dei Normanni 90 - Acerra (NA),True
SPO.IT2210A_1_UV-FL_2015-01-01_00:00:00,20231026000000,20231026000000,SO2,2.0295,Âµg/m3,industrial,suburban,303.0,IT2210A,Solofra Zona Industriale,1650265.81,4988115.503,trav. via De Maio - Solofra (AV),True
SPO.IT2207A_1_UV-FL_2014-02-01_00:00:00,20231026000000,20231026000000,SO2,4.077067,Âµg/m3,background,urban,0.0,IT2207A,Gela - Capo Soprano,1583391.0712,4449662.6735,"Gela, Via delle Ande c/o I.T.I. Morselli",True
SPO.IT2166A_1_UV-FL_2017-01-01_00:00:00,20231026000000,20231026000000,SO2,0.09523809,Âµg/m3,background,urban,50.0,IT2166A,Scuola Antonelli,1573810.4705,5212966.8717,Via Feltrino - Chieti (CH),True
SPO.IT2133A_1_UV-FL_2013-12-21_00:00:00,20231026000000,20231026000000,SO2,1.68,Âµg/m3,industrial,rural,4.0,IT2133A,A2A Papariano,1494278.2604,5748267.3843,"via Brancolo 79, Papariano - Fiumicello (UD)",True
SPO.IT2132A_1_UV-FL_2013-12-18_00:00:00,20231026000000,20231026000000,SO2,1.179048,Âµg/m3,background,rural,10.0,IT2132A,A2A Vermegliano,1502937.8035,5754175.6466,"via delle Mostegane, Vermigliano - Ronchi dei Legionari (GO)",True
SPO.IT2131A_1_UV-FL_2013-12-16_00:00:00,20231026000000,20231026000000,SO2,2.812381,Âµg/m3,background,rural,0.0,IT2131A,A2A Fossalon,1501294.7279,5737444.951,via Eraclea - Grado (GO),True
SPO.IT2130A_1_UV-FL_2013-12-19_00:00:00,20231026000000,20231026000000,SO2,5.182857,Âµg/m3,industrial,rural,114.0,IT2130A,A2A Doberdo',1507608.7694,5755223.8586,via Vallone 26 - Doberdo del Lago (GO),True
SPO.IT2096A_1_UV-FL_2012-03-09_00:00:00,20231026000000,20231026000000,SO2,0.4476191,Âµg/m3,background,urban,260.0,IT2096A,BZ6 Bolzano,1262582.325,5860705.6048,VIA AMBA ALAGI 5 - Bolzano (BZ),True
SPO.IT2090A_1_UV-FL_2015-01-01_00:00:00,20231026000000,20231026000000,SO2,0.4868183,Âµg/m3,industrial,rural-nearcity,2.0,IT2090A,Schiavonea,1841978.0107,4815465.2884,Via Cristoforo Colombo - Corigliano Calabro (CS),True
SPO.IT2052A_1_UV-FL_2013-01-01_00:00:00,20231026000000,20231026000000,SO2,4.522572,Âµg/m3,background,urban,135.0,IT2052A,CT - Parco Gioeni,1678822.8216,4513137.398,"Catania, Via Antonino Ferrarotto, 42-50",True
SPO.IT2049A_1_UV-FL_2011-10-05_00:00:00,20231026000000,20231026000000,SO2,1.862607,Âµg/m3,background,urban,5.0,IT2049A,CENAS9,1003143.2348,4762777.7588,"VIA SICILIA, ASSEMINI - Assemini (CA)",True
SPO.IT2040A_1_UV-FL_2011-05-19_00:00:00,20231026000000,20231026000000,SO2,1.321313,Âµg/m3,background,urban,8.0,IT2040A,CENQU1,1022809.7153,4755070.0855,via Perdalonga - Quartu Sant'Elena (CA),True
SPO.IT1243A_1_UV-FL_2006-01-01_00:00:00,20231026000000,20231026000000,SO2,0.4925733,Âµg/m3,traffic,suburban,192.0,IT1243A,CENS12,951936.3804,4969701.4947,VIA BUDAPEST - Sassari (SS),True
SPO.IT1215A_1_UV-FL_2001-01-02_00:00:00,20231026000000,20231026000000,SO2,1.111111,Âµg/m3,traffic,urban,7.0,IT1215A,RO - Largo Martiri,1311714.2954,5633292.3012,LARGO MARTIRI,True
SPO.IT1213A_1_UV-FL_2015-01-01_00:00:00,20231026000000,20231026000000,SO2,1.0,Âµg/m3,background,urban,4.0,IT1213A,ADRIA,1342729.0188,5628871.7173,Via Bettinazzi,True
SPO.IT1166A_1_UV-FL_1998-01-30_00:00:00,20231026000000,20231026000000,SO2,0.6721053,Âµg/m3,background,urban,316.0,IT1166A,Tolmezzo,1448390.2512,5844996.6602,Via Divisione Osoppo c/o IPSIA - Tolmezzo (UD),True
SPO.IT0963A_1_UV-FL_1994-05-16_00:00:00,20231026000000,20231026000000,SO2,1.0,Âµg/m3,background,urban,1.0,IT0963A,VE - Parco Bissuola,1365024.309,5700450.435,VIA BISSUOLA,True
SPO.IT0953A_1_UV-FL_1997-01-01_00:00:00,20231026000000,20231026000000,SO2,2.25,Âµg/m3,background,urban,50.0,IT0953A,VILLA ADA,1392266.9714,5150932.2858,VIA SALARIA - Roma (RM),True
SPO.IT0888A_1_UV-FL_1993-01-08_00:00:00,20231026000000,20231026000000,SO2,1.725,Âµg/m3,background,suburban,217.0,IT0888A,COLLEFERRO OBERDAN,1447604.8922,5120686.8436,P.ZZA OBERDAN - Colleferro (RM),True
SPO.IT0887A_1_UV-FL_1993-01-01_00:00:00,20231026000000,20231026000000,SO2,1.995,Âµg/m3,traffic,suburban,89.0,IT0887A,GUIDONIA,1416721.1919,5160324.2626,P.ZZA STAZIONE FERROVIARIA - Guidonia Montecelio (RM),True
SPO.IT0885A_1_UV-FL_1993-01-01_00:00:00,20231026000000,20231026000000,SO2,0.0,Âµg/m3,background,urban,26.0,IT0885A,CIVITAVECCHIA,1313846.6203,5174709.5209,VIA PALMIRO TOGLIATTI - Civitavecchia (RM),True
SPO.IT0884A_1_UV-FL_1993-05-25_00:00:00,20231026000000,20231026000000,SO2,1.75,Âµg/m3,background,rural,532.0,IT0884A,ALLUMIERE,1325698.6952,5184654.9154,VIA DEL FAGGETO - Allumiere (RM),True
SPO.IT0837A_1_UV-FL_1992-01-01_00:00:00,20231026000000,20231026000000,SO2,1.924131,Âµg/m3,background,urban,190.0,IT0837A,FILAGO,1063812.4686,5721740.5561,VIA DON MILANI - Filago (BG),True
SPO.IT0815A_1_UV-FL_1992-01-18_00:00:00,20231026000000,20231026000000,SO2,3.995704,Âµg/m3,background,suburban,13.0,IT0815A,Gela - Enimed,1590111.8741,4447782.5865,"Gela, Strada Provinciale 82 c/o Parcheggio Eni",True
SPO.IT0732A_1_UV-FL_1991-12-01_00:00:00,20231026000000,20231026000000,SO2,1.779412,Âµg/m3,background,urban,382.0,IT0732A,VARESE - VIA VIDOLETTI,980075.7213,5754124.5175,VIA MANIN - Varese (VA),True
SPO.IT0709A_1_UV-FL_1990-01-01_00:00:00,20231026000000,20231026000000,SO2,2.910982,Âµg/m3,industrial,urban,18.0,IT0709A,MANTOVA - VIA ARIOSTO,1202621.5284,5644289.9739,VIA ARIOSTO - Mantova (MN),True
SPO.IT0706A_1_UV-FL_1989-11-02_00:00:00,20231026000000,20231026000000,SO2,2.073134,Âµg/m3,background,urban,123.0,IT0706A,LIMITO,1038332.5504,5697847.926,VIA PALERMO ANGOLO VIA EMILIA - Pioltello (MI),True
SPO.IT1899A_1_UV-FL_2008-09-25_00:00:00,20231026000000,20231026000000,SO2,0.0,Âµg/m3,background,urban,160.0,IT1899A,Misterbianco,1670993.2766,4511236.5374,"Misterbianco, Contrada Milicia n. 5",True
SPO.IT1898A_1_UV-FL_2008-09-16_00:00:00,20231026000000,20231026000000,SO2,0.8918585,Âµg/m3,background,urban,40.0,IT1898A,Trapani,1396713.8511,4581172.72,"Trapani, Viale Marche n.4 c/o Villa Comunale",True
SPO.IT1897A_1_UV-FL_2008-01-01_00:00:00,20231026000000,20231026000000,SO2,5.396235,Âµg/m3,industrial,urban,319.0,IT1897A,Lavello,1757470.4872,5019129.4656,Via Lombardia - Lavello (PZ),True
SPO.IT1895A_1_UV-FL_2007-01-10_00:00:00,20231026000000,20231026000000,SO2,6.83125,Âµg/m3,industrial,rural,55.0,IT1895A,Pisticci,1842162.9123,4927219.6897,Pisticci Scalo - Pisticci (MT),True
SPO.IT1890A_1_UV-FL_2008-05-14_00:00:00,20231026000000,20231026000000,SO2,4.892403,Âµg/m3,background,urban,925.0,IT1890A,Enna,1589805.1889,4518032.9695,"Enna, Via Valverde n.104",True
SPO.IT1871A_1_UV-FL_2008-01-08_00:00:00,20231026000000,20231026000000,SO2,1.0,Âµg/m3,industrial,suburban,12.0,IT1871A,ESTE,1298634.5892,5657276.4312,Via Stazie Bragadine,True
SPO.IT1865A_1_UV-FL_2006-11-30_00:00:00,20231026000000,20231026000000,SO2,4.622106,Âµg/m3,background,rural,16.0,IT1865A,SCHIVENOGLIA,1232399.1583,5621039.7647,lott.ne artigianale - Schivenoglia (MN),True
SPO.IT1827A_1_UV-FL_2007-01-01_00:00:00,20231026000000,20231026000000,SO2,7.793334,Âµg/m3,background,urban,100.0,IT1827A,Ancona Cittadella,1503771.5865,5405542.5746,Parco Cittadella - Ancona (AN),True
SPO.IT1744A_1_UV-FL_2006-05-30_00:00:00,20231026000000,20231026000000,SO2,3.3205,Âµg/m3,industrial,suburban,245.0,IT1744A,La Martella,1842019.8668,4966232.3402,Zona Industriale La Martella - Matera (MT),True
SPO.IT1743A_1_UV-FL_2011-02-10_00:00:00,20231026000000,20231026000000,SO2,2.378046,Âµg/m3,background,urban,162.0,IT1743A,MONZA - VIA  MACHIAVELLI,1032425.9382,5713474.0397,via MACHIAVELLI - Monza (MB),True
SPO.IT1742A_1_UV-FL_2006-03-06_00:00:00,20231026000000,20231026000000,SO2,6.53875,Âµg/m3,industrial,rural,604.0,IT1742A,Viggiano,1770489.7469,4911687.2986,C.da Guardemauro - Viggiano (PZ),True
SPO.IT1741A_1_UV-FL_2006-04-15_00:00:00,20231026000000,20231026000000,SO2,4.306375,Âµg/m3,industrial,rural,63.0,IT1741A,Ferrandina,1836349.5859,4936797.3221,Zona Industriale - Ferrandina (MT),True
SPO.IT1740A_1_UV-FL_2006-03-08_00:00:00,20231026000000,20231026000000,SO2,0.8316875,Âµg/m3,industrial,rural,187.0,IT1740A,San Nicola di Melfi,1750248.0786,5022237.2978,Zona Industriale - Melfi (PZ),True
SPO.IT1676A_1_UV-FL_2011-09-08_00:00:00,20231026000000,20231026000000,SO2,7.0,Âµg/m3,traffic,urban,157.0,IT1676A,Novara - Roma,959540.6148,5691106.1078,Viale Roma 7/e,True
SPO.IT1674A_1_UV-FL_2005-03-16_00:00:00,20231026000000,20231026000000,SO2,3.225765,Âµg/m3,industrial,suburban,720.0,IT1674A,Potenza - S.L.Branca,1766962.3662,4959957.0113,Contrada San Luca Branca - Potenza (PZ),True
SPO.IT1661A_1_UV-FL_2004-01-01_00:00:00,20231026000000,20231026000000,SO2,1.94,Âµg/m3,traffic,suburban,28.0,IT1661A,SANTO STEFANO MAGRA,1104145.7465,5489407.4525,USCITA RACCORDO AUTOSTRADALE - SANTO STEFANO DI MAGRA (SP),True
SPO.IT1493A_1_UV-FL_2014-02-24_00:00:00,20231026000000,20231026000000,SO2,1.452,Âµg/m3,traffic,suburban,33.0,IT1493A,NA09 I.T.I.S. ARGINE,1596441.723,4992342.0865,"VIA ARGINE, 902 - Napoli (NA)",True
SPO.IT1491A_1_UV-FL_2017-01-01_00:00:00,20231026000000,20231026000000,SO2,5.552,Âµg/m3,traffic,urban,13.0,IT1491A,NA07 ENTE FERROVIE,1588715.0372,4990773.092,"CORSO NOVARA,10 - Napoli (NA)",True
SPO.IT1440A_1_UV-FL_1983-05-02_00:00:00,20231026000000,20231026000000,SO2,6.91819,Âµg/m3,background,suburban,150.0,IT1440A,SR - Belvedere,1693026.0755,4452213.5186,"Siracusa, Via Maria Montessori",True
SPO.IT1423A_1_UV-FL_1998-01-02_00:00:00,20231026000000,20231026000000,SO2,0.0,Âµg/m3,background,urban,4.0,IT1423A,PE - TEATRO D'ANNUNZIO,1584601.782,5229591.5237,LUNGOMARE C. COLOMBO 120 - Pescara (PE),True
SPO.IT1309A_1_UV-FL_2006-01-01_00:00:00,20231026000000,20231026000000,SO2,0.21792,Âµg/m3,traffic,urban,15.0,IT1309A,CENS10,1057720.7321,5001776.5378,VIA ROMA - Olbia (OT),True
SPO.IT1286A_1_UV-FL_1983-01-01_00:00:00,20231026000000,20231026000000,SO2,0.4280421,Âµg/m3,traffic,urban,80.0,IT1286A,LODI Vignati,1055927.2638,5669709.9787,via vignati - Lodi (LO),True
SPO.IT1277A_1_UV-FL_1998-03-01_00:00:00,20231026000000,20231026000000,SO2,7.963177,Âµg/m3,background,urban,39.0,IT1277A,CENSN1,1079180.1243,4949854.9322,VIA NAPOLI - Siniscola (NU),True
SPO.IT1187A_1_UV-FL_2012-12-19_00:00:00,20231026000000,20231026000000,SO2,0.4736842,Âµg/m3,background,urban,10.0,IT1187A,LU-CAPANNORI,1177079.9392,5440843.672,VIA PIAGGIA - Capannori (LU),True
SPO.IT1183A_1_UV-FL_1998-07-03_00:00:00,20231026000000,20231026000000,SO2,0.0,Âµg/m3,traffic,urban,39.0,IT1183A,CASSINO,1539629.5983,5084658.5779,L.GO DANTE N.1 - Cassino (FR),True
SPO.IT0997A_1_UV-FL_1994-06-01_00:00:00,20231026000000,20231026000000,SO2,2.900488,Âµg/m3,traffic,urban,249.0,IT0997A,BERGAMO - VIA GARIBALDI,1075531.8507,5731716.2382,"VIA G.GARIBALDI , 11/13 - Bergamo (BG)",True
SPO.IT0912A_1_UV-FL_1993-11-01_00:00:00,20231026000000,20231026000000,SO2,1.471891,Âµg/m3,background,urban,77.0,IT0912A,PAVIA - VIA FOLPERTI,1020212.1863,5652097.1627,VIA FOLPERTI - Pavia (PV),True
SPO.IT0908A_1_UV-FL_1993-11-01_00:00:00,20231026000000,20231026000000,SO2,0.8950809,Âµg/m3,background,urban,1225.0,IT0908A,BORMIO,1154661.4183,5856034.5535,VIA MONTE BRAULIO - Bormio (SO),True
SPO.IT0906A_1_UV-FL_1993-11-01_00:00:00,20231026000000,20231026000000,SO2,1.08542,Âµg/m3,traffic,urban,307.0,IT0906A,SONDRIO - VIA MAZZINI,1098785.2678,5807187.2775,VIA MAZZINI - Sondrio (SO),True
SPO.IT0858A_1_UV-FL_1993-08-01_00:00:00,20231026000000,20231026000000,SO2,4.36,Âµg/m3,background,urban,85.0,IT0858A,QUARTO - GENOVA,1000933.6542,5526757.079,"VIA MAGGIO, 3 - PROVINCIA - GENOVA (GE)",True
SPO.IT0854A_1_UV-FL_2010-01-01_00:00:00,20231026000000,20231026000000,SO2,1.46,Âµg/m3,background,urban,105.0,IT0854A,CORSO FIRENZE - GENOVA,993790.2825,5530383.1008,C.SO FIRENZE - GENOVA (GE),True
SPO.IT0771A_1_UV-FL_1991-11-01_00:00:00,20231026000000,20231026000000,SO2,1.271432,Âµg/m3,traffic,urban,201.0,IT0771A,COMO - VIALE CATTANEO,1011182.8398,5749065.7846,VIALE CATTANEO - Como (CO),True
SPO.IT0620A_1_UV-FL_1992-03-24_00:00:00,20231026000000,20231026000000,SO2,3.560243,Âµg/m3,background,suburban,60.0,IT0620A,SR - Via Gela,1699014.3961,4452837.9275,"Siracusa, Via Gela n.11 c/o Istituto Emanuele GiaracÃ ",True
SPO.IT0618A_1_UV-FL_1983-05-02_00:00:00,20231026000000,20231026000000,SO2,0.871529,Âµg/m3,background,urban,15.0,IT0618A,Augusta,1694338.3096,4469592.8096,"Augusta, Viale Risorgimento c/o Comando Marina",True
SPO.IT0614A_1_UV-FL_1992-03-24_00:00:00,20231026000000,20231026000000,SO2,1.173903,Âµg/m3,background,urban,35.0,IT0614A,Priolo,1691039.5791,4460890.1608,"Priolo Gargallo, Via del Fico c/o Centro Polivalente",True
SPO.IT0611A_1_UV-FL_1983-05-02_00:00:00,20231026000000,20231026000000,SO2,1.433822,Âµg/m3,background,urban,300.0,IT0611A,Melilli,1684133.7632,4464557.9495,"Melilli, Strada Provinciale 37 c/o Scuola Don Bosco",True
SPO.IT2274A_1_UV-FL_2016-06-16_00:00:00,20231026000000,20231026000000,SO2,6.36127,Âµg/m3,background,suburban,0.0,IT2274A,Porto Empedocle,1506435.128,4479871.5209,"Porto Empedocle, Via Spinola n.27",True
SPO.IT2273A_1_UV-FL_2016-11-18_00:00:00,20231026000000,20231026000000,SO2,1.363,Âµg/m3,industrial,suburban,445.0,IT2273A,Polla Area tritovagliatore,1728596.8829,4936967.6912,Area industriale - Polla (SA),True
SPO.IT2268A_1_UV-FL_2016-01-01_00:00:00,20231026000000,20231026000000,SO2,3.4105,Âµg/m3,background,urban,70.0,IT2268A,Battipaglia parco fiume,1667102.883,4955142.7336,Parco Fiume - Battipaglia (SA),True
SPO.IT2264A_1_UV-FL_2012-05-06_00:00:00,20231026000000,20231026000000,SO2,17.265,Âµg/m3,industrial,urban,9.0,IT2264A,Civitavecchia Porto,1312265.6609,5175501.6134,via turco 3 - Civitavecchia (RM),True
SPO.IT2226A_1_UV-FL_2015-05-01_00:00:00,20231026000000,20231026000000,SO2,0.0,Âµg/m3,industrial,suburban,29.0,IT2226A,Pomigliano d'Arco Area ASI,1601827.36,5000677.0038,Via vicinale Passatiello - Pomigliano d'Arco (NA),True
SPO.IT2206A_1_UV-FL_2014-02-01_00:00:00,20231026000000,20231026000000,SO2,2.549931,Âµg/m3,background,rural-nearcity,0.0,IT2206A,Gela - Biviere,1596874.1992,4442241.5093,"Gela, Strada Provinciale 51 c/o Riserva Biviere",True
SPO.IT2205A_1_UV-FL_2013-03-01_00:00:00,20231026000000,20231026000000,SO2,8.402823,Âµg/m3,industrial,rural,690.0,IT2205A,VIGGIANO - COSTA MOLINA SUD 1,1776080.2117,4911913.7332,Costa Molina Sud - Viggiano (PZ),True
SPO.IT2204A_1_UV-FL_2013-03-01_00:00:00,20231026000000,20231026000000,SO2,3.928823,Âµg/m3,industrial,rural,603.0,IT2204A,VIGGIANO - MASSERIA DE BLASIIS,1766346.8807,4913171.5544,Masseria De Blasiis - Viggiano (PZ),True
SPO.IT2203A_1_UV-FL_2013-03-01_00:00:00,20231026000000,20231026000000,SO2,2.000125,Âµg/m3,industrial,rural,820.0,IT2203A,VIGGIANO 1,1770057.6046,4914723.5021,Contrada Santa Caterina - Viggiano (PZ),True
SPO.IT2202A_1_UV-FL_2013-03-01_00:00:00,20231026000000,20231026000000,SO2,3.6678,Âµg/m3,industrial,suburban,735.0,IT2202A,GRUMENTO 3,1769025.8956,4907939.4012,C.da Carpineto Mancoso - Grumento Nova (PZ),True
SPO.IT2129A_1_UV-FL_2013-12-12_00:00:00,20231026000000,20231026000000,SO2,2.545238,Âµg/m3,industrial,urban,5.0,IT2129A,A2A Via Natisone,1505267.7205,5749183.954,via Natisone 4 - Monfalcone (GO),True
SPO.IT2116A_1_UV-FL_2013-05-24_00:00:00,20231026000000,20231026000000,SO2,3.476191,Âµg/m3,traffic,rural,211.0,IT2116A,Cigliano-Autostrada,895387.1922,5668051.7256,ex casello Cigliano autostrada TO-MI Strada Provinciale 2,True
SPO.IT2072A_1_UV-FL_2011-01-01_00:00:00,20231026000000,20231026000000,SO2,1.0,Âµg/m3,background,rural,6.0,IT2072A,BADIA POLESINE,1286111.1465,5637891.5376,Loc. Villafora,True
SPO.IT2067A_1_UV-FL_2009-06-20_00:00:00,20231026000000,20231026000000,SO2,1.3,Âµg/m3,industrial,suburban,498.0,IT2067A,Padule,1404697.351,5360466.6633,Loc Padule - Gubbio (PG),True
SPO.IT2030A_1_UV-FL_2010-01-01_00:00:00,20231026000000,20231026000000,SO2,7.185251,Âµg/m3,background,suburban,9.0,IT2030A,Gela - Ex Autoparco,1591550.7899,4446896.7901,"Gela, Strada Statale 115 Ex Autoparco Comunale s.n.",True
SPO.IT2029A_1_UV-FL_2011-01-01_00:00:00,20231026000000,20231026000000,SO2,1.2,Âµg/m3,background,urban,80.0,IT2029A,GIARDINI REGINA ELENA - SANREMO,865435.5701,5437630.4346,GIARDINI REGINA ELENA - SAN REMO (IM),True
